Borough,Job Type,Job Status,Approved,Job #,Building Type,Pre- Filing Date,BUILDING_CLASS,Job Description,Date_Approved,Fully Paid,GIS_LATITUDE,GIS_LONGITUDE,Initial Cost
BRONX,A2,X,05/04/2023,240347497,1-2-3 FAMILY,05/02/2023,A5,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-04-05,05/02/2023,40.892105,-73.844301,$10950.00
BRONX,A2,X,05/04/2023,240347576,1-2-3 FAMILY,05/04/2023,C0,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-04-05,05/04/2023,40.885599,-73.856156,$27375.00
BRONX,A2,X,05/04/2023,240347585,1-2-3 FAMILY,05/04/2023,B3,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-04-05,05/04/2023,40.891112,-73.846806,$44000.00
BRONX,A2,X,05/05/2023,240346755,1-2-3 FAMILY,04/19/2023,B1,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-05-05,04/19/2023,40.855572,-73.906917,$38325.00
BRONX,A2,X,05/05/2023,240347530,1-2-3 FAMILY,05/03/2023,B3,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-05-05,05/03/2023,40.842887,-73.78618,$24983.00
BRONX,A2,X,05/05/2023,240347656,1-2-3 FAMILY,05/05/2023,A1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-05-05,05/05/2023,40.908509,-73.900823,$12130.00
BRONX,A2,X,05/05/2023,240347665,1-2-3 FAMILY,05/05/2023,A1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-05-05,05/05/2023,40.827113,-73.816316,$17682.00
BRONX,A2,X,05/05/2023,240347683,1-2-3 FAMILY,05/05/2023,A5,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-05-05,05/05/2023,40.856093,-73.791452,$21900.00
BRONX,A2,X,05/08/2023,240346826,OTHERS,04/20/2023,C1,"INSTALLATION OF 28.48 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-08-05,04/24/2023,40.881019,-73.884138,$84016.00
BRONX,A2,X,05/08/2023,240347549,1-2-3 FAMILY,05/03/2023,A5,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-08-05,05/08/2023,40.823869,-73.850357,$24102.00
BRONX,A2,X,05/09/2023,240347521,1-2-3 FAMILY,05/02/2023,A1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-09-05,05/02/2023,40.859166,-73.838803,$42340.00
BRONX,A2,X,05/09/2023,240347736,1-2-3 FAMILY,05/09/2023,B2,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-09-05,05/09/2023,40.890198,-73.857575,$40150.00
BRONX,A2,X,05/09/2023,240347745,1-2-3 FAMILY,05/09/2023,B1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-09-05,05/09/2023,40.838413,-73.863642,$25550.00
BRONX,A2,X,05/09/2023,240347754,1-2-3 FAMILY,05/09/2023,B1,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-09-05,05/09/2023,40.843515,-73.83445,$61320.00
BRONX,A2,X,05/09/2023,240347772,1-2-3 FAMILY,05/09/2023,B2,"I HEREBY STATE THAT I HAVE EXERCISED A PROFESSIONAL STANDARD OF CARE IN CERTIFYING THAT THEFILED APPLICATION IS COMPLETE AND IN ACCORDANCE WITH APPLICABLE LAWS, INCLUDING THE RULES OF THE DEPARTMENT OF BUILDINGS, AS OF THIS DATE. I AM AWARE THE COMMISSIONER WILL RELY UPONTHE TRUTH AND ACCURACY OF THIS STATEMENT. I HAVE NOTIFIED THE OWNER THAT THIS",2023-09-05,05/09/2023,40.808978,-73.911288,$30225.00
BRONX,A2,X,05/09/2023,240347807,1-2-3 FAMILY,05/09/2023,B3,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-09-05,05/09/2023,40.839245,-73.832585,$41975.00
BRONX,A2,X,05/09/2023,240347816,1-2-3 FAMILY,05/09/2023,B2,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-09-05,05/09/2023,40.828915,-73.862827,$41975.00
BRONX,A2,X,05/10/2023,240347718,1-2-3 FAMILY,05/08/2023,B2,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-10-05,05/08/2023,40.84626,-73.830652,$36179.00
BRONX,A2,X,05/10/2023,240347852,1-2-3 FAMILY,05/10/2023,A1,"INSTALLATION OF SOLAR PV SYSTEM ON THE EXISTING ROOFTOP.  NO CHANGES TO THE EGRESS, USE OR OCCUPANCY.",2023-10-05,05/10/2023,40.835544,-73.818977,$48900.00
BRONX,A2,X,05/10/2023,240347870,1-2-3 FAMILY,05/10/2023,B2,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-10-05,05/10/2023,40.807181,-73.850792,$10766.00
BRONX,A2,X,05/10/2023,240347889,1-2-3 FAMILY,05/10/2023,B2,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-10-05,05/10/2023,40.81832,-73.853422,$31025.00
BRONX,A2,X,05/11/2023,240346988,1-2-3 FAMILY,04/24/2023,B9,"INSTALLATION OF 5.11 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-11-05,04/24/2023,40.890133,-73.855785,$22484.00
BRONX,A2,X,05/11/2023,240347781,1-2-3 FAMILY,05/09/2023,B2,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-11-05,05/09/2023,40.862762,-73.842602,$67200.00
BRONX,A2,X,05/11/2023,240347790,1-2-3 FAMILY,05/09/2023,A5,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-11-05,05/09/2023,40.838388,-73.83249,$10950.00
BRONX,A2,X,05/11/2023,240347898,1-2-3 FAMILY,05/10/2023,A1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-11-05,05/11/2023,40.88172,-73.913653,$30734.00
BRONX,A2,X,05/12/2023,240347433,1-2-3 FAMILY,05/01/2023,B1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-12-05,05/01/2023,40.866033,-73.856784,$16000.00
BRONX,A2,X,05/12/2023,240348012,1-2-3 FAMILY,05/12/2023,A1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-12-05,05/12/2023,40.896822,-73.848004,$27375.00
BRONX,A2,X,06/01/2023,240347460,OTHERS,05/01/2023,C3,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-01-06,05/01/2023,40.890878,-73.8571,$49658.00
BRONX,A2,X,06/01/2023,240348986,1-2-3 FAMILY,05/31/2023,A2,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF STRUCTURE. NO CHANGE IN EGRESS, USE, OR OCCUPANCY.",2023-01-06,06/01/2023,40.868354,-73.839671,$29842.00
BRONX,A2,X,06/01/2023,240349011,1-2-3 FAMILY,06/01/2023,A1,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",2023-01-06,06/01/2023,40.846681,-73.852977,$53136.00
BRONX,A2,X,06/01/2023,240349048,1-2-3 FAMILY,06/01/2023,A2,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-01-06,06/01/2023,40.848332,-73.784496,$24050.00
BRONX,A2,X,06/02/2023,240348904,1-2-3 FAMILY,05/30/2023,A1,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESSS.",2023-02-06,05/30/2023,40.844133,-73.855039,$36924.00
BRONX,A2,X,06/02/2023,240348922,1-2-3 FAMILY,05/30/2023,B1,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-02-06,05/30/2023,40.874394,-73.842928,$32000.00
BRONX,A2,X,06/02/2023,240349137,1-2-3 FAMILY,06/02/2023,C0,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-02-06,06/02/2023,40.836616,-73.836831,$34000.00
BRONX,A2,X,06/02/2023,240349146,1-2-3 FAMILY,06/02/2023,B2,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-02-06,06/02/2023,40.898457,-73.846727,$58320.00
BRONX,A2,X,06/05/2023,240348290,1-2-3 FAMILY,05/19/2023,C0,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-05-06,05/19/2023,40.83654,-73.845576,$43800.00
BRONX,A2,X,06/05/2023,240348316,1-2-3 FAMILY,05/19/2023,B9,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-05-06,05/19/2023,40.899376,-73.855002,$47298.00
BRONX,A2,X,06/05/2023,240349217,1-2-3 FAMILY,06/05/2023,B1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-05-06,06/05/2023,40.818853,-73.819247,$20350.00
BRONX,A2,X,06/06/2023,240348361,1-2-3 FAMILY,05/22/2023,B1,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-06-06,05/22/2023,40.82984,-73.879476,$77080.00
BRONX,A2,X,06/06/2023,240349173,1-2-3 FAMILY,06/05/2023,B3,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-06-06,06/06/2023,40.894059,-73.840285,$19011.00
BRONX,A2,X,06/06/2023,240349262,1-2-3 FAMILY,06/06/2023,C0,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-06-06,06/06/2023,40.890027,-73.854429,$31025.00
BRONX,A2,X,06/07/2023,240348021,1-2-3 FAMILY,05/12/2023,A1,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-07-06,05/12/2023,40.882568,-73.862188,$77240.00
BRONX,A2,X,06/07/2023,240349191,1-2-3 FAMILY,06/05/2023,B2,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-07-06,06/06/2023,40.886319,-73.834333,$22926.00
BRONX,A2,X,06/07/2023,240349333,1-2-3 FAMILY,06/07/2023,A8,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-07-06,06/07/2023,40.824811,-73.808308,$25550.00
BRONX,A2,X,06/07/2023,240349397,1-2-3 FAMILY,06/07/2023,A2,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-07-06,06/07/2023,40.836141,-73.831281,$14600.00
BRONX,A2,X,06/08/2023,240347950,1-2-3 FAMILY,05/11/2023,A5,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-08-06,05/11/2023,40.859813,-73.914398,$30600.00
BRONX,A2,X,06/08/2023,240348557,1-2-3 FAMILY,05/23/2023,C0,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-08-06,05/24/2023,40.881816,-73.85985,$15697.00
BRONX,A2,X,06/08/2023,240349459,1-2-3 FAMILY,06/08/2023,A8,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-08-06,06/08/2023,40.825028,-73.808322,$38325.00
BRONX,A2,X,06/09/2023,240348673,OTHERS,05/25/2023,D7,"INSTALL SOLAR PV SYSTEM ON THE EXISTING ROOFTOP. NO CHANGES TO USE, EGRESS OR OCCUPANCY.",2023-09-06,05/25/2023,40.86132,-73.895127,$143482.00
BRONX,A2,X,06/09/2023,240349538,1-2-3 FAMILY,06/09/2023,A8,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-09-06,06/09/2023,40.823661,-73.808188,$34675.00
BRONX,A2,X,06/10/2024,240359982,OTHERS,06/06/2024,B1,"INSTALLATION AND USE OF SPYDER CRANE AS PER PLANS SUBMITTED. SPYDER CRANE SHALL COMPLY WITH CHAPTER #33 OF NYC BUILDING CODE. THIS APPLICATION INVOLVES NO CHANGE IN OCCUPANCY, USE OR EGRESS.",2024-10-06,06/10/2024,40.848655,-73.903127,$0.00
BRONX,A2,X,06/12/2023,240348520,1-2-3 FAMILY,05/23/2023,B3,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-12-06,05/23/2023,40.860745,-73.902994,$40800.00
BRONX,A2,X,06/12/2023,240349388,1-2-3 FAMILY,06/07/2023,B1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-12-06,06/08/2023,40.827621,-73.821684,$94839.00
BRONX,A2,X,06/12/2023,240349574,1-2-3 FAMILY,06/09/2023,A1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-12-06,06/12/2023,40.871539,-73.83856,$51593.00
BRONX,A2,X,06/12/2023,240349663,1-2-3 FAMILY,06/12/2023,A1,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",2023-12-06,06/12/2023,40.816357,-73.801508,$21035.00
BRONX,A2,X,06/12/2023,240349672,1-2-3 FAMILY,06/12/2023,A2,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-12-06,06/12/2023,40.828359,-73.828851,$29200.00
BRONX,A2,X,06/12/2023,240349681,1-2-3 FAMILY,06/12/2023,A1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-12-06,06/12/2023,40.825988,-73.852802,$21900.00
BRONX,A2,X,07/03/2023,240350099,1-2-3 FAMILY,06/20/2023,B1,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OE EGRESS.",2023-03-07,06/20/2023,40.883761,-73.848128,$28800.00
BRONX,A2,X,07/03/2023,240350384,1-2-3 FAMILY,06/23/2023,B2,INSTALLATION OF ROOFTOP SOLAR PANEL PV SYSTEM,2023-03-07,06/23/2023,40.893399,-73.847654,$54000.00
BRONX,A2,X,07/03/2023,240351007,1-2-3 FAMILY,07/03/2023,B1,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-03-07,07/03/2023,40.810098,-73.852281,$23242.00
BRONX,A2,X,07/05/2023,240351061,1-2-3 FAMILY,07/05/2023,A1,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-05-07,07/05/2023,40.828613,-73.823889,$40880.00
BRONX,A2,X,07/05/2023,240351089,1-2-3 FAMILY,07/05/2023,A1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-05-07,07/05/2023,40.813387,-73.862039,$27750.00
BRONX,A2,X,07/05/2023,240351105,1-2-3 FAMILY,07/05/2023,B2,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-05-07,07/05/2023,40.903256,-73.847917,$55040.00
BRONX,A2,X,07/05/2023,240351114,1-2-3 FAMILY,07/05/2023,B2,INSTALLATION OF ROOFTOP SOLAR PANEL PV SYSTEM,2023-05-07,07/05/2023,40.83337,-73.885923,$16000.00
BRONX,A2,X,07/05/2023,240351132,1-2-3 FAMILY,07/05/2023,A1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-05-07,07/05/2023,40.813626,-73.85926,$41975.00
BRONX,A2,X,07/06/2023,240342483,OTHERS,01/19/2023,C7,"INSTALLATION OF 52.195 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-06-07,01/19/2023,40.827849,-73.88689,$139882.00
BRONX,A2,X,07/06/2023,240348156,1-2-3 FAMILY,05/16/2023,B3,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-06-07,05/16/2023,40.865946,-73.840703,$48843.00
BRONX,A2,X,07/06/2023,240351043,1-2-3 FAMILY,07/05/2023,A5,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-06-07,07/06/2023,40.863579,-73.837965,$26898.00
BRONX,A2,X,07/06/2023,240351052,1-2-3 FAMILY,07/05/2023,C0,INSTALLATION OF ROOFTOP SOLAR PANEL PV SYSTEM,2023-06-07,07/05/2023,40.823768,-73.916045,$29200.00
BRONX,A2,X,07/07/2023,240349716,OTHERS,06/12/2023,D7,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-07-07,06/14/2023,40.834853,-73.922998,$623456.00
BRONX,A2,X,07/07/2023,240349725,1-2-3 FAMILY,06/12/2023,C0,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-07-07,06/14/2023,40.83037,-73.897101,$42977.00
BRONX,A2,X,07/07/2023,240349761,OTHERS,06/14/2023,D1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-07-07,06/14/2023,40.84878,-73.907913,$508336.00
BRONX,A2,X,07/07/2023,240350259,OTHERS,06/22/2023,D1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-07-07,06/23/2023,40.848256,-73.905282,$766681.00
BRONX,A2,X,07/07/2023,240350268,OTHERS,06/22/2023,D1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-07-07,06/23/2023,40.839737,-73.866917,$592055.00
BRONX,A2,X,07/07/2023,240351141,1-2-3 FAMILY,07/06/2023,B2,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-07-07,07/07/2023,40.824782,-73.821269,$30101.00
BRONX,A2,X,07/07/2023,240351203,1-2-3 FAMILY,07/07/2023,B2,INSTALLATION OF ROOFTOP SOLAR PANEL PV SYSTEM,2023-07-07,07/07/2023,40.833392,-73.885934,$29200.00
BRONX,A2,X,07/10/2023,240350277,OTHERS,06/22/2023,C1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-10-07,06/23/2023,40.871942,-73.880408,$149744.00
BRONX,A2,X,07/10/2023,240350419,1-2-3 FAMILY,06/23/2023,C0,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-10-07,06/23/2023,40.845609,-73.860533,$25900.00
BRONX,A2,X,07/10/2023,240350767,1-2-3 FAMILY,06/28/2023,B2,"INSTALLATION OF SOLAR PANEL SYSTEM ON EXISTING ROOF INCLUDING BRACKETS AND CONNECTORS AS NOTED ON PLANS.  NO CHANGE USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",2023-10-07,07/06/2023,40.89252,-73.838751,$22400.00
BRONX,A2,X,07/10/2023,240350785,1-2-3 FAMILY,06/28/2023,A5,"INSTALLATION OF SOLAR PANEL SYSTEM ON EXISTING ROOF INCLUDING BRACKETS AND CONNECTORS AS NOTED ON PLANS.  NO CHANGE USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",2023-10-07,07/06/2023,40.883334,-73.847124,$12800.00
BRONX,A2,X,07/10/2023,240350990,OTHERS,06/30/2023,D1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-10-07,07/05/2023,40.849506,-73.906679,$180613.00
BRONX,A2,X,07/10/2023,240351230,1-2-3 FAMILY,07/07/2023,B9,"INSTALLATION OF SOLAR SYSTEM ON THE ROOF AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY",2023-10-07,07/10/2023,40.825376,-73.819811,$29306.00
BRONX,A2,X,07/10/2023,240351310,1-2-3 FAMILY,07/10/2023,A1,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-10-07,07/10/2023,40.888156,-73.829341,$16650.00
BRONX,A2,X,07/11/2023,240349896,OTHERS,06/16/2023,C1,"INSTALLATION OF 10.22 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-11-07,07/06/2023,40.840501,-73.89122,$38325.00
BRONX,A2,X,07/11/2023,240349903,OTHERS,06/16/2023,C1,"INSTALLATION OF 30.705 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-11-07,07/06/2023,40.840459,-73.891148,$99792.00
BRONX,A2,X,07/11/2023,240350142,OTHERS,06/21/2023,C1,"INSTALLATION AND USE OF SPYDER CRANE  AS PER PLANS  SUBMITTED. SPYDER CRANE SHALL COMPLY WITH CHAPTER #33 OF NYC  BUILDING CODE. THIS APPLICATION INVOLVES NO CHANGE IN  OCCUPANCY, USE OR EGRESS.",2023-11-07,06/21/2023,40.860524,-73.904777,$0.00
BRONX,A2,X,07/11/2023,240350179,OTHERS,06/21/2023,W1,"APPLICATION FILED FOR INSTALLATION OF PHOTOVOLTAIC SOLAR PANEL SYSTEM ON SCHOOL BUILDING ROOF.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",2023-11-07,06/29/2023,40.823289,-73.907948,$552309.00
BRONX,A2,X,07/11/2023,240350464,1-2-3 FAMILY,06/25/2023,B1,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-11-07,06/26/2023,40.846142,-73.912124,$51600.00
BRONX,A2,X,07/11/2023,240350954,1-2-3 FAMILY,06/30/2023,B2,INSTALLATION OF ROOFTOP SOLAR PANEL PV SYSTEM,2023-11-07,06/30/2023,40.876597,-73.900747,$76000.00
BRONX,A2,X,07/11/2023,240351463,1-2-3 FAMILY,07/11/2023,A1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-11-07,07/11/2023,40.841282,-73.827694,$48000.00
BRONX,A2,X,08/01/2023,240351631,OTHERS,07/13/2023,C7,"INSTALLATION OF 4.895 KW SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",2023-01-08,07/27/2023,40.848979,-73.903188,$22028.00
BRONX,A2,X,08/01/2023,240351784,1-2-3 FAMILY,07/14/2023,B1,"SCOPE OF WORK IS SOLELY FOR THE INSTALLATION OF THE SOLAR ELECTRONIC  GENERATING SYSTEM. ALL OTHER WORK IS NOT TO BE RELIED UPON AS BEING  APPROVED AND/OR PERMITTED BY THE NYC DEPARTMENT OF BUILDINGS.  *NO CHANGE TO USE, EGRESS OR OCCUPANCY.*",2023-01-08,07/14/2023,40.868981,-73.866237,$54675.00
BRONX,A2,X,08/01/2023,240351793,1-2-3 FAMILY,07/14/2023,B2,"ROOFTOP SOLAR INSTALLATION. NO CHANGE TO USE, OCCUPANCY OR EGRESS.",2023-01-08,07/14/2023,40.83473,-73.846889,$64126.00
BRONX,A2,X,08/01/2023,240351971,OTHERS,07/19/2023,C1,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-01-08,07/20/2023,40.871638,-73.899196,$142466.00
BRONX,A2,X,08/01/2023,240352300,1-2-3 FAMILY,07/25/2023,B1,INSTALLATION OF A ROOFTOP SOLAR PANEL PV SYSTEM,2023-01-08,07/25/2023,40.83779,-73.901503,$12000.00
BRONX,A2,X,08/01/2023,240352701,1-2-3 FAMILY,08/01/2023,B3,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",2023-01-08,08/01/2023,40.887912,-73.833016,$42240.00
BRONX,A2,X,08/01/2023,240352756,1-2-3 FAMILY,08/01/2023,B1,"INSTALLATION OF ROOF MOUNTED SOLAR. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",2023-01-08,08/01/2023,40.844845,-73.822209,$49728.00
BRONX,A2,X,08/03/2023,240350892,1-2-3 FAMILY,06/29/2023,C0,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF. NO CHANGE IN USE, OCCUPANCY, OR EGRESS. NO CHANGE IN BULK.",2023-03-08,07/18/2023,40.822649,-73.913575,$40102.00
